tm,Q1,T1,Tsp1
263.61500906944275,26.721061108160043,42.168,42.0
265.1033980846405,26.671051237249397,42.168,42.0
266.70877289772034,26.617110643529916,42.168,42.0
268.3688700199127,26.561331380224253,42.168,42.0
269.8704688549042,26.51087765936854,42.168,42.0
271.215292930603,26.465691570425058,42.168,42.0
272.83809995651245,26.4111652543545,42.168,42.0
274.99494314193726,26.338695323324227,42.168,42.0
276.43574500083923,26.29028438086512,42.168,42.0
277.87566113471985,26.24190319876673,42.168,42.0
279.2181930541992,26.196794126272223,42.168,42.0
280.5036611557007,26.153602398061775,42.168,42.0
282.2498481273651,26.09493051581385,42.168,42.0
283.2512390613556,26.06128378043177,42.168,42.0
284.241770029068,26.677400394748027,42.136,42.0
285.5587122440338,25.747104956665744,42.168,42.0
286.63698506355286,25.9538621129513,42.168,42.0
287.8237991333008,25.91398516020777,42.168,42.0
289.5653350353241,26.885252919620935,42.104,42.0
290.89045786857605,28.787881486091408,41.975,42.0
292.1304461956024,29.010905100526767,41.91,42.0
293.4877951145172,27.364618703600794,41.975,42.0
294.7721779346466,30.177425799703165,41.846,42.0
296.22923016548157,29.217929561662725,41.846,42.0
297.47957706451416,29.25644024615293,41.846,42.0
298.78558111190796,28.14990389588409,41.91,42.0
300.16722798347473,29.78571836428615,41.846,42.0
301.5752148628235,28.253297116146197,41.91,42.0
303.1393721103668,29.805188872495794,41.846,42.0
304.5757269859314,29.440262579870282,41.846,42.0
305.5766501426697,29.471091013097823,41.846,42.0
307.33436918258667,29.525228759527266,41.846,42.0
309.0499770641327,29.578069482278885,41.846,42.0
310.7090439796448,28.05867615331003,41.942,42.0
312.63427901268005,25.13874411266258,42.168,42.0
314.07475304603577,26.26422683386806,42.168,42.0
315.5742611885071,26.213843360281025,42.168,42.0
316.5748202800751,26.180224574804342,42.168,42.0
317.5661780834198,26.146914952611958,42.168,42.0
319.17895102500916,26.092725781774554,42.168,42.0
320.745924949646,26.040075457906756,42.168,42.0
322.1789891719818,25.991924500036273,42.168,42.0
323.7098619937897,25.94048717322353,42.168,42.0
325.2359981536865,25.889208998250997,42.168,42.0
326.986300945282,25.83039882445339,42.168,42.0
328.3255410194397,25.78540035796169,42.168,42.0
329.32645297050476,25.751769716405907,42.168,42.0
330.31744503974915,25.718472382879295,42.168,42.0
331.31837701797485,25.68484106841091,42.168,42.0
332.30939507484436,25.651542861700097,42.168,42.0
333.54462122917175,25.610039262914697,42.168,42.0
334.67600107192993,26.792187490740456,42.104,42.0
335.8020360469818,25.591695408479524,42.136,42.0
337.01600909233093,27.044071980755337,42.071,42.0
338.2515950202942,28.251777241323882,41.975,42.0
339.69057416915894,28.05083932514969,41.942,42.0
340.88377809524536,29.62281728363225,41.846,42.0
342.09649419784546,28.855612418270177,41.846,42.0
343.09744596481323,28.886441732692784,41.846,42.0
344.0883960723877,28.916962996006077,41.846,42.0
345.089378118515,28.9477932430268,41.846,42.0
346.080335855484,28.97831474132545,41.846,42.0
347.08131217956543,29.009144812107156,41.846,42.0
348.07226514816284,29.039666163539955,41.846,42.0
349.07324409484863,29.070496315097877,41.846,42.0
350.0641710758209,29.101016866111824,41.846,42.0
351.0651569366455,29.131847230625223,41.846,42.0
352.05607295036316,29.162367443847728,41.846,42.0
353.0570938587189,29.193198887825083,41.846,42.0
354.048002243042,29.223718866062235,41.846,42.0
355.04903411865234,29.254550647831035,41.846,42.0
356.0399420261383,29.285070611381602,41.846,42.0
357.0409700870514,29.315902275657727,41.846,42.0
358.031879901886,29.346422297954632,41.846,42.0
359.03290009498596,29.37725371990211,41.846,42.0
360.02384305000305,29.407774762916638,41.846,42.0
361.02484607696533,70.2394080777169,41.846,46.0
362.0157902240753,71.06268447513588,41.846,46.0
363.016832113266,71.8943500766755,41.846,46.0
364.0077350139618,72.71759220657356,41.846,46.0
365.0087659358978,73.54924869651802,41.846,46.0
365.9989058971405,74.37185697631844,41.846,46.0
367.0007109642029,75.20415662603386,41.846,46.0
367.99086904525757,76.02677995977409,41.846,46.0
368.9926609992981,76.85906871519096,41.846,46.0
369.9828429222107,73.76435405941028,42.039,46.0
370.9846160411835,73.90353302785978,42.168,46.0
371.97480821609497,75.9501330357552,42.168,46.0
372.97653317451477,76.71785504388814,42.168,46.0
373.966717004776,74.20888730578447,42.329,46.0
374.96764397621155,73.31898978787167,42.49,46.0
375.9586730003357,75.6232011209488,42.49,46.0
376.9593369960785,74.36689801293348,42.587,46.0
377.9505841732025,71.42811926365806,42.813,46.0
378.95087695121765,74.34566193184855,42.813,46.0
379.9425230026245,73.0306101688563,42.909,46.0
380.9428141117096,70.05252204139953,43.135,46.0
381.9344730377197,72.88008489093787,43.135,46.0
382.93477511405945,67.59611621709261,43.425,46.0
383.92639207839966,70.35687159870108,43.457,46.0
384.92672204971313,67.29036856939747,43.65,46.0
385.9183440208435,67.06931144528984,43.779,46.0
386.918664932251,64.25006348517265,44.005,46.0
387.9102830886841,64.93755759830985,44.102,46.0
388.91062808036804,65.64919582040551,44.134,46.0
389.90223693847656,60.45710034116102,44.424,46.0
390.9025900363922,61.73788740366203,44.521,46.0
391.8941841125488,58.4371631534948,44.746,46.0
392.8945219516754,59.644336673292784,44.811,46.0
393.8857500553131,55.31613879523643,45.068,46.0
394.88648295402527,57.42905552517832,45.101,46.0
395.87771129608154,52.053882543449085,45.391,46.0
396.8784370422363,55.101433853673996,45.391,46.0
397.8696572780609,49.33898686420882,45.681,46.0
398.87039017677307,51.68235012893443,45.713,46.0
399.8616101741791,50.091190092351646,45.81,46.0
401.43713116645813,47.38065445658063,46.035,46.0
402.7108750343323,42.969827406949896,46.357,46.0
403.9700210094452,45.407905151271876,46.357,46.0
405.21300315856934,40.01396459033474,46.647,46.0
406.3707778453827,41.574576352027144,46.68,46.0
407.72542214393616,35.99112743349998,47.002,46.0
408.72632908821106,38.167553434705766,47.002,46.0
409.71736097335815,37.31971227453956,47.034,46.0
410.7182412147522,31.580125407962896,47.324,46.0
412.1282870769501,34.104194808626254,47.324,46.0
413.9251079559326,28.50062739945465,47.646,46.0
415.3632490634918,29.819245322656684,47.646,46.0
416.8312740325928,23.810902033892315,47.969,46.0
418.2304232120514,25.460152142953916,47.969,46.0
419.8951060771942,20.0659748675763,48.259,46.0
421.5763280391693,20.527374774772692,48.291,46.0
423.40135407447815,19.881485592126936,48.291,46.0
424.96418809890747,17.009650379745253,48.42,46.0
426.8992168903351,15.389695899792617,48.517,46.0
428.0783529281616,13.500608514034532,48.613,46.0
429.5211589336395,13.56075351886755,48.613,46.0
431.15920901298523,12.704708547401488,48.613,46.0
432.6376872062683,13.023857902266196,48.549,46.0
433.91988801956177,13.110923873692718,48.484,46.0
434.9208400249481,15.3574094278252,48.323,46.0
435.9118950366974,13.288496540260368,48.323,46.0
436.9127869606018,13.469602699420205,48.291,46.0
438.4094491004944,12.46411726822862,48.291,46.0
439.9975891113281,11.736431515264599,48.291,46.0
441.5633852481842,14.242023252963735,48.098,46.0
443.1199200153351,14.515224077937011,47.969,46.0
444.4946072101593,13.145108247613955,47.969,46.0
445.964143037796,12.566405038690611,47.969,46.0
446.96507120132446,16.735385776466707,47.743,46.0
447.9560091495514,16.100135284165685,47.646,46.0
449.8046360015869,14.512696748638202,47.646,46.0
451.4463119506836,16.61582410648143,47.485,46.0
453.162162065506,17.72907227693448,47.324,46.0
454.48647713661194,16.440083250522694,47.324,46.0
456.059287071228,20.858659880751485,47.034,46.0
457.86061906814575,19.15148554366703,47.002,46.0
458.93610310554504,21.899943176989826,46.841,46.0
459.9363269805908,23.486552003616485,46.68,46.0
461.3141589164734,21.689527218484944,46.68,46.0
462.82282304763794,23.126569895202454,46.583,46.0
463.95656299591064,26.65607040682001,46.357,46.0
465.173623085022,24.575769858121944,46.357,46.0
466.53790402412415,25.60493458468821,46.293,46.0
467.8819980621338,27.90817176827757,46.132,46.0
469.996680021286,28.12423395657111,46.035,46.0
471.53000712394714,28.193312642719768,46.003,46.0
473.06637501716614,31.78413999195356,45.777,46.0
474.85426115989685,31.413727444266556,45.713,46.0
476.2213740348816,31.13423509416586,45.713,46.0
477.7278139591217,32.86383189270378,45.616,46.0
479.04654598236084,36.33673563635635,45.391,46.0
480.7870831489563,34.84254866766938,45.391,46.0
482.3444731235504,35.03223876657495,45.391,46.0
483.9015769958496,37.3805284065655,45.262,46.0
485.8340640068054,39.856170607650036,45.068,46.0
487.46578311920166,39.15643531951913,45.068,46.0
489.16883420944214,38.93887402870913,45.101,46.0
490.69429898262024,39.963318051903755,45.068,46.0
491.95394110679626,39.981787831211186,45.068,46.0
493.1298451423645,40.200976343441106,45.068,46.0
494.8923370838165,40.529504841327764,45.068,46.0
496.3591949939728,39.6907339651674,45.133,46.0
497.86056303977966,40.936942921692435,45.101,46.0
499.1329438686371,36.87698241829019,45.326,46.0
500.3594970703125,38.810660284900734,45.326,46.0
501.6258819103241,38.400576297707524,45.358,46.0
502.95075511932373,38.23555321660459,45.391,46.0
504.32562804222107,38.6520931772233,45.391,46.0
505.55316615104675,38.80160731887827,45.391,46.0
506.9241421222687,38.9685921921731,45.391,46.0
508.4421708583832,39.15348809223185,45.391,46.0
510.2099530696869,39.36880396556864,45.391,46.0
511.5889790058136,39.536769324588874,45.391,46.0
513.1172590255737,39.72291383099566,45.391,46.0
514.5968420505524,39.903127043438054,45.391,46.0
516.0079879760742,37.834446377528515,45.52,46.0
517.8602900505066,38.42180531911545,45.552,46.0
519.1890060901642,37.005602924402424,45.648,46.0
520.8500480651855,37.30540892925534,45.681,46.0
521.9858410358429,36.967532435291325,45.713,46.0
523.4099159240723,37.331015820455626,45.713,46.0
525.1223921775818,37.42931195740707,45.713,46.0
527.3446910381317,34.194403380411735,45.938,46.0
528.6188750267029,33.46667764102665,46.035,46.0
529.8336341381073,34.21944586157811,46.035,46.0
530.9410812854767,34.211693731546525,46.035,46.0
532.550528049469,34.20042760419858,46.035,46.0
534.2356081008911,34.18863204383862,46.035,46.0
535.8415451049805,33.101765173322725,46.1,46.0
537.4077150821686,31.87215915282614,46.196,46.0
538.941614151001,29.71598631008354,46.357,46.0
540.1789951324463,30.677250045061207,46.357,46.0
541.9204061031342,30.552913301754096,46.357,46.0
543.9762001037598,30.406129610109424,46.357,46.0
545.4796130657196,30.29878592462549,46.357,46.0
547.095293045044,30.183426374101735,46.357,46.0
548.4679298400879,30.0854201069356,46.357,46.0
549.8667562007904,29.985543904781444,46.357,46.0
551.7818288803101,29.848807715463742,46.357,46.0
552.826014995575,29.77425282683383,46.357,46.0
553.9304111003876,29.695398944950206,46.357,46.0
555.1374521255493,29.609216215753655,46.357,46.0
556.682373046875,29.498908861971003,46.357,46.0
558.1917390823364,29.39114012703906,46.357,46.0
560.1327629089355,29.252551025819884,46.357,46.0
561.6989982128143,29.140721825122938,46.357,46.0
563.2899432182312,29.027128351736174,46.357,46.0
564.8814389705658,28.913495555019487,46.357,46.0
566.6893541812897,28.784410408973805,46.357,46.0
568.7502338886261,28.637263597869982,46.357,46.0
569.8424670696259,28.5592781487466,46.357,46.0
571.1437299251556,28.466367980861776,46.357,46.0
572.3926720619202,28.377193512296788,46.357,46.0
573.6401019096375,28.288127021169775,46.357,46.0
574.8994200229645,28.198211707878226,46.357,46.0
576.5396418571472,28.08109986891758,46.357,46.0
577.8250069618225,27.989324800443764,46.357,46.0
579.1427700519562,29.037775401096646,46.293,46.0
580.487536907196,27.34016860201358,46.357,46.0
582.0578320026398,27.703968460083125,46.357,46.0
583.7374742031097,27.584042006969568,46.357,46.0
584.9692361354828,27.496094204998133,46.357,46.0
586.1858849525452,28.00002958922544,46.325,46.0
587.1884260177612,27.026241679695005,46.357,46.0
588.1778829097748,27.924525645705017,46.325,46.0
589.1803710460663,26.89033247638769,46.357,46.0
590.170077085495,27.78853568542866,46.325,46.0
591.1718940734863,27.40008925213822,46.325,46.0
592.6809659004211,31.110890524202713,46.1,46.0
594.2057991027832,30.685510115545043,46.035,46.0
595.6824781894684,30.248897229576258,46.035,46.0
597.4548308849335,30.236490760708005,46.035,46.0
598.934709072113,30.226131613397747,46.035,46.0
600.3111879825592,30.216496261024623,46.035,46.0
601.9289171695709,30.20517215671554,46.035,46.0
603.3287451267242,30.19537336101547,46.035,46.0
604.681755065918,30.185902291441113,46.035,46.0
605.9429500102997,30.17707392683044,46.035,46.0
607.0702900886536,30.169182546281966,46.035,46.0
608.3949031829834,30.159910254621657,46.035,46.0
609.8356082439423,30.149825319194946,46.035,46.0
611.588250875473,31.165153508804167,45.971,46.0
612.8808090686798,30.807487483978427,45.971,46.0
613.8907940387726,32.76334943678721,45.874,46.0
614.8918721675873,34.432604801455184,45.745,46.0
615.8827452659607,33.84381771579661,45.713,46.0
617.4558401107788,33.61116584973347,45.713,46.0
618.8700931072235,33.692343971729386,45.713,46.0
620.2951860427856,33.77414430623065,45.713,46.0
621.5835390090942,33.84809576649677,45.713,46.0
622.9209890365601,33.92486539807331,45.713,46.0
623.921902179718,33.98231781249058,45.713,46.0
624.9125790596008,34.03918266539585,45.713,46.0
625.9138498306274,34.09665560765278,45.713,46.0
626.9045231342316,35.472518434918655,45.648,46.0
627.9057941436768,34.22069899931938,45.681,46.0
628.8964848518372,35.93247304493443,45.616,46.0
629.8977570533752,35.35326285009397,45.616,46.0
630.8880798816681,38.04747550972938,45.487,46.0
631.8897349834442,34.88981047267698,45.584,46.0
632.8800280094147,33.32240575778753,45.713,46.0
633.8816740512848,35.32842964610864,45.681,46.0
634.871964931488,35.07213607206359,45.681,46.0
635.8736321926117,34.490164408369104,45.713,46.0
636.8638999462128,36.18573475372998,45.648,46.0
637.8655550479889,37.53750864756172,45.552,46.0
638.8558349609375,37.98707771032633,45.487,46.0
639.8574919700623,38.72523012623416,45.423,46.0
640.8477830886841,38.200568452835185,45.423,46.0
641.8494400978088,37.67027843258589,45.455,46.0
642.8397309780121,36.12896894799977,45.552,46.0
643.8413681983948,37.19822582464231,45.552,46.0
644.831659078598,37.28695588750852,45.552,46.0
645.8333070278168,34.77298338362442,45.681,46.0
646.8235919475555,38.74224595725827,45.552,46.0
647.8252630233765,38.84127762066606,45.487,46.0
648.8155310153961,35.675736920168475,45.616,46.0
649.8172099590302,37.0553435325147,45.616,46.0
650.807657957077,35.812265435079766,45.681,46.0
651.8091568946838,35.886499095938476,45.713,46.0
652.7996082305908,36.26287206048976,45.713,46.0
653.8011431694031,36.32036016597758,45.713,46.0
654.7915589809418,36.377210033559905,45.713,46.0
655.7931001186371,36.43469849486362,45.713,46.0
656.7835431098938,36.49154992256175,45.713,46.0
657.7850639820099,36.549037220621216,45.713,46.0
658.7754781246185,36.60588699240695,45.713,46.0
659.7769980430603,36.663374235725506,45.713,46.0
660.7673962116241,36.07078216778541,45.745,46.0
661.7689411640167,35.799047069341846,45.777,46.0
662.7593469619751,34.84355362782627,45.842,46.0
663.7608819007874,36.177418170445776,45.81,46.0
664.7512860298157,35.24610493852914,45.842,46.0
665.7528100013733,36.246776350653015,45.81,46.0
666.7432572841644,33.36719941555221,45.938,46.0
667.7447519302368,35.317895352197986,45.906,46.0
668.7352058887482,35.01699345955861,45.906,46.0
669.7366909980774,33.07783098833162,46.003,46.0
670.7271509170532,34.04579829254162,46.003,46.0
672.299809217453,33.51131255280853,46.035,46.0
673.6853032112122,33.705091226482544,46.035,46.0
675.3492739200592,33.69344343152061,46.035,46.0
676.4762482643127,33.68555461111084,46.035,46.0
677.7770209312439,33.67644920244232,46.035,46.0
679.4556522369385,33.66469878330246,46.035,46.0
680.4565980434418,33.65769216265694,46.035,46.0
681.4476010799408,33.65075514140145,46.035,46.0
682.44886302948,33.643746307754675,46.035,46.0
683.9950489997864,33.63292300596253,46.035,46.0
686.0770840644836,33.618348760509654,46.035,46.0
687.5940690040588,33.06707641814166,46.067,46.0
689.0606091022491,31.59849793231767,46.164,46.0
690.6680610179901,31.13193066589129,46.229,46.0
692.4142780303955,30.427462466835937,46.293,46.0
694.3496270179749,29.685095402367352,46.357,46.0
695.8589510917664,29.90801937584891,46.357,46.0
697.4081211090088,29.797408636617803,46.357,46.0
698.9255402088165,29.68906491289153,46.357,46.0
700.3493599891663,31.248984155028438,46.261,46.0
701.8120560646057,29.40211809935174,46.325,46.0
703.7753050327301,31.70978099104333,46.196,46.0
705.2436108589172,29.336038878767567,46.293,46.0
706.6216342449188,31.03798406068211,46.229,46.0
708.1552882194519,32.135538694566975,46.132,46.0
709.5988261699677,32.584001435011814,46.067,46.0
711.5248279571533,31.593859409328854,46.1,46.0
713.0845031738281,32.28588167813893,46.067,46.0
714.43434715271,30.341422715627612,46.164,46.0
715.9545621871948,31.010161230659612,46.164,46.0
717.4402160644531,27.674994261834012,46.357,46.0
719.4086091518402,28.833542277383955,46.357,46.0
720.8995621204376,28.727088235426102,46.357,46.0
722.375550031662,29.71420323121891,46.293,46.0
723.8299169540405,30.860541023333237,46.196,46.0
725.2828969955444,32.35194473015967,46.067,46.0
727.1485180854797,31.439114905309815,46.067,46.0
728.6238729953766,31.96568438441251,46.035,46.0
730.1249461174011,31.7382799090864,46.035,46.0
731.4407889842987,31.72906900901812,46.035,46.0
732.9156711101532,32.265150571091546,46.003,46.0
734.8122041225433,33.06443174327067,45.938,46.0
735.8131380081177,32.73411266927731,45.938,46.0
736.804563999176,33.395518888574394,45.906,46.0
